agg_type,ATT,SE,CI_lower,CI_upper,n_total_cells,n_valid_cells,weight_sum,dataset,outcome,event_time
dynamic,0.0042985003841106454,0.1405131532856679,-0.2711072800557984,0.27970428082401977,29,29,8858.0,All_POIs,lspend,-41.0
dynamic,-0.030895117935486754,0.13653753865730328,-0.2985086937038012,0.23671845783282766,30,30,9149.0,All_POIs,lspend,-40.0
dynamic,0.019145642567536078,0.12106248133214158,-0.21813682084346142,0.25642810597853355,31,31,10057.0,All_POIs,lspend,-39.0
dynamic,-0.0022652254274635616,0.13622978077044157,-0.269275595737529,0.2647451448826019,32,32,10406.0,All_POIs,lspend,-38.0
dynamic,-0.006297745699820085,0.15323102690943363,-0.30663055844231,0.2940350670426698,33,33,10610.0,All_POIs,lspend,-37.0
dynamic,-0.002803677214694053,0.14689514549517424,-0.29071816238523557,0.2851108079558475,34,34,11068.0,All_POIs,lspend,-36.0
dynamic,-0.010386044474727374,0.13174783185515437,-0.2686117949108299,0.2478397059613752,35,35,11344.0,All_POIs,lspend,-35.0
dynamic,0.005265345144474119,0.11614607091281705,-0.2223809538446473,0.23291164413359555,36,36,11610.0,All_POIs,lspend,-34.0
dynamic,-0.046279354114284764,0.11041129075034445,-0.2626854839849599,0.17012677575639035,37,37,11937.0,All_POIs,lspend,-33.0
dynamic,0.0037591329708543254,0.11841904303278362,-0.2283421913734016,0.2358604573151102,38,38,12186.0,All_POIs,lspend,-32.0
dynamic,0.020403694149204323,0.1021171500687554,-0.17974591998555625,0.22055330828396488,39,39,12723.0,All_POIs,lspend,-31.0
dynamic,0.00645482424115039,0.1016578244581176,-0.19279451169676007,0.20570416017906087,40,40,13333.0,All_POIs,lspend,-30.0
dynamic,-0.009510069627015876,0.11186088045493751,-0.22875739531869338,0.20973725606466165,41,41,13781.0,All_POIs,lspend,-29.0
dynamic,0.022229252895969342,0.11253163207668784,-0.19833274597433884,0.2427912517662775,42,42,14181.0,All_POIs,lspend,-28.0
dynamic,-0.015017962434336169,0.108158369091536,-0.22700836585374673,0.19697244098507438,43,43,14814.0,All_POIs,lspend,-27.0
dynamic,-0.005391047561958873,0.11405201684208736,-0.2289330005724501,0.21815090544853236,44,44,15880.0,All_POIs,lspend,-26.0
dynamic,-0.013976918845872653,0.0860602316673812,-0.1826549729139398,0.1547011352221945,45,45,16294.0,All_POIs,lspend,-25.0
dynamic,0.0020265985836375364,0.09779493215490612,-0.18965146843997843,0.19370466560725352,46,46,16671.0,All_POIs,lspend,-24.0
dynamic,-0.014494009134275775,0.0955089303637896,-0.2016915126473034,0.17270349437875182,47,47,17042.0,All_POIs,lspend,-23.0
dynamic,-0.008824866013204959,0.09152614269061692,-0.1882161056868141,0.1705663736604042,48,48,17249.0,All_POIs,lspend,-22.0
dynamic,0.012611313988369172,0.08805205512257647,-0.1599707140518807,0.18519334202861906,49,49,17602.0,All_POIs,lspend,-21.0
dynamic,-0.030624467627926012,0.09606370789115783,-0.21890933509459534,0.15766039983874333,50,50,18066.0,All_POIs,lspend,-20.0
dynamic,0.02536570400386966,0.0943039443919317,-0.15947002700431645,0.2102014350120558,51,51,18824.0,All_POIs,lspend,-19.0
dynamic,0.016109052209107542,0.09078837768200704,-0.16183616804762624,0.19405427246584134,52,52,19153.0,All_POIs,lspend,-18.0
dynamic,-0.023386078182335422,0.08528572883285208,-0.19054610669472552,0.14377395033005466,53,53,19534.0,All_POIs,lspend,-17.0
dynamic,0.010774059596691716,0.0894643392834433,-0.16457604539885715,0.1861241645922406,54,54,19913.0,All_POIs,lspend,-16.0
dynamic,0.007531065269781862,0.08583561949089258,-0.16070674893236758,0.17576887947193132,55,55,20585.0,All_POIs,lspend,-15.0
dynamic,-0.007688870606772116,0.08488016162130074,-0.17405398738452157,0.15867624617097734,56,56,21321.0,All_POIs,lspend,-14.0
dynamic,-0.0031917032873876824,0.08316597688515842,-0.1661970179822982,0.15981361140752282,57,57,21904.0,All_POIs,lspend,-13.0
dynamic,-0.014226672442857566,0.08892964298931129,-0.1885287727019077,0.16007542781619255,58,58,22297.0,All_POIs,lspend,-12.0
dynamic,0.017304969477520013,0.08384490166566137,-0.1470310377871763,0.1816409767422163,59,59,22928.0,All_POIs,lspend,-11.0
dynamic,-0.02167068339623155,0.07940234362684251,-0.17729927690484285,0.13395791011237976,60,60,23581.0,All_POIs,lspend,-10.0
dynamic,-0.008221329868910452,0.07737919347725976,-0.15988454908433958,0.1434418893465187,61,61,24395.0,All_POIs,lspend,-9.0
dynamic,-0.006801675125372416,0.07301713188246668,-0.1499152536150071,0.13631190336426227,62,62,24895.0,All_POIs,lspend,-8.0
dynamic,0.013882025002250338,0.06791396305710647,-0.11922934258967835,0.146993392594179,63,63,25870.0,All_POIs,lspend,-7.0
dynamic,-0.003697575944723696,0.07217999097980282,-0.14517035826513722,0.13777520637568982,64,64,26477.0,All_POIs,lspend,-6.0
dynamic,0.013870019473189697,0.06239303504849669,-0.10842032922186381,0.1361603681682432,65,65,27018.0,All_POIs,lspend,-5.0
dynamic,-0.02618161784079258,0.06379178972118422,-0.15121352569431368,0.0988502900127285,66,66,27199.0,All_POIs,lspend,-4.0
dynamic,0.005231236735677105,0.06613258424188856,-0.12438862837842446,0.13485110184977867,67,67,27538.0,All_POIs,lspend,-3.0
dynamic,-0.003916613862239385,0.06131327315504368,-0.124090629246125,0.11625740152164622,68,68,27978.0,All_POIs,lspend,-2.0
dynamic,0.004087078564740136,0.05978115075243037,-0.11308397691002339,0.12125813403950367,69,69,28395.0,All_POIs,lspend,-1.0
dynamic,0.002121713138331923,0.05621334644588636,-0.10805644589560534,0.1122998721722692,70,70,29254.0,All_POIs,lspend,0.0
dynamic,0.011010991578871056,0.06011718748696807,-0.10681869589558636,0.12884067905332847,70,70,29254.0,All_POIs,lspend,1.0
dynamic,0.030989645997094833,0.06312786062523634,-0.0927409608283684,0.15472025282255808,69,69,29021.0,All_POIs,lspend,2.0
dynamic,0.022958235029233998,0.0652230860750146,-0.10487901367779462,0.15079548373626261,68,68,28904.0,All_POIs,lspend,3.0
dynamic,0.02478075298481055,0.06694792282390818,-0.10643717575004949,0.1559986817196706,67,67,28654.0,All_POIs,lspend,4.0
dynamic,0.034068820590404184,0.06859782533391802,-0.10038291706407514,0.1685205582448835,66,66,28339.0,All_POIs,lspend,5.0
dynamic,0.04723124665906512,0.0691924969592981,-0.08838604738115918,0.1828485406992894,65,65,28126.0,All_POIs,lspend,6.0
dynamic,0.036924700108183474,0.07086478694116857,-0.10197028229650693,0.17581968251287386,64,64,27763.0,All_POIs,lspend,7.0
dynamic,0.05263443192726524,0.0720470347716458,-0.08857775622516051,0.193846620079691,63,63,27505.0,All_POIs,lspend,8.0
dynamic,0.04502988561390772,0.07406246885716136,-0.10013255334612856,0.190192324573944,62,62,27249.0,All_POIs,lspend,9.0
dynamic,0.0594208858368127,0.07545321786134841,-0.08846742117143017,0.20730919284505558,61,61,26980.0,All_POIs,lspend,10.0
dynamic,0.055876005675430676,0.07603686557482875,-0.09315625085123368,0.20490826220209502,60,60,26726.0,All_POIs,lspend,11.0
dynamic,0.061031205830647424,0.07749880967358204,-0.09086646112957339,0.21292887279086822,59,59,26358.0,All_POIs,lspend,12.0
dynamic,0.05492104595634837,0.07688277043777178,-0.09576918410168433,0.20561127601438106,58,58,26155.0,All_POIs,lspend,13.0
dynamic,0.0568886942384567,0.07838304720041223,-0.09674207827435126,0.21051946675126465,57,57,25693.0,All_POIs,lspend,14.0
dynamic,0.04236675968846552,0.07921388174055645,-0.11289244852302513,0.19762596789995615,56,56,25362.0,All_POIs,lspend,15.0
dynamic,0.02718202984810505,0.08065208198623244,-0.13089605084491054,0.18526011054112065,55,55,25071.0,All_POIs,lspend,16.0
dynamic,0.04634162154179264,0.08180940482305947,-0.11400481191140391,0.20668805499498918,54,54,24877.0,All_POIs,lspend,17.0
dynamic,0.04305601080387771,0.08064301488511327,-0.11500429837094428,0.20111631997869972,53,53,24574.0,All_POIs,lspend,18.0
dynamic,0.030908795962239284,0.08147869579949614,-0.12878944780477317,0.19060703972925172,52,52,24226.0,All_POIs,lspend,19.0
dynamic,0.03323539467904963,0.08184441711288089,-0.12717966286219692,0.19365045222029617,51,51,23905.0,All_POIs,lspend,20.0
dynamic,0.03377957825002862,0.08166502699452496,-0.12628387465924032,0.19384303115929755,50,50,23578.0,All_POIs,lspend,21.0
dynamic,0.02850845993069781,0.08281175356041018,-0.13380257704770612,0.19081949690910174,49,49,23012.0,All_POIs,lspend,22.0
dynamic,0.03275730272876257,0.0824467416261897,-0.12883831085856925,0.1943529163160944,48,48,22642.0,All_POIs,lspend,23.0
dynamic,0.042386587423106276,0.08354145729910534,-0.12135466888314017,0.20612784372935272,47,47,22227.0,All_POIs,lspend,24.0
dynamic,0.029029094934457392,0.08515993538537864,-0.13788437842088475,0.1959425682897995,46,46,21954.0,All_POIs,lspend,25.0
dynamic,0.03439784327699066,0.0866323311800334,-0.13540152583587478,0.2041972123898561,45,45,21590.0,All_POIs,lspend,26.0
dynamic,0.02324329609134215,0.086492650143236,-0.1462822981894004,0.1927688903720847,44,44,21369.0,All_POIs,lspend,27.0
dynamic,0.01957685419752429,0.08765502431372789,-0.1522269934573824,0.19138070185243095,43,43,20924.0,All_POIs,lspend,28.0
dynamic,0.018839145833424612,0.08805500580151812,-0.1537486655375509,0.19142695720440012,42,42,20604.0,All_POIs,lspend,29.0
dynamic,0.013300979107424159,0.0889814812448044,-0.16110272413239246,0.1877046823472408,41,41,20396.0,All_POIs,lspend,30.0
dynamic,0.02168224943644435,0.08870099140280512,-0.1521716937130537,0.19553619258594238,40,40,20105.0,All_POIs,lspend,31.0
dynamic,0.022001717159158225,0.09119366493825184,-0.15673786611981538,0.20074130043813182,39,39,19197.0,All_POIs,lspend,32.0
dynamic,0.013704634505274184,0.09154787565399278,-0.16572920177655168,0.19313847078710003,38,38,18848.0,All_POIs,lspend,33.0
dynamic,0.008175622029609458,0.09176431194476045,-0.17168242938212103,0.18803367344133992,37,37,18644.0,All_POIs,lspend,34.0
dynamic,0.018763533176836024,0.09296660496065025,-0.16345101254603847,0.2009780788997105,36,36,18186.0,All_POIs,lspend,35.0
dynamic,0.006767530083387411,0.09384045790542096,-0.17715976741123768,0.19069482757801248,35,35,17910.0,All_POIs,lspend,36.0
dynamic,0.006448069429253669,0.0934579926582993,-0.17672959618101294,0.18962573503952027,34,34,17644.0,All_POIs,lspend,37.0
dynamic,0.005356719112892502,0.09399177204306919,-0.1788671540915231,0.18958059231730812,33,33,17317.0,All_POIs,lspend,38.0
dynamic,-0.024861098410132215,0.09460709528228053,-0.21029100516340204,0.16056880834313764,32,32,17068.0,All_POIs,lspend,39.0
dynamic,-0.005727997755316989,0.09598735779754826,-0.19386321903851156,0.18240722352787758,31,31,16531.0,All_POIs,lspend,40.0
dynamic,-0.013615489706165938,0.09701765221852994,-0.20377008805448463,0.17653910864215275,30,30,15921.0,All_POIs,lspend,41.0
dynamic,-0.022169716513194947,0.09849395278933336,-0.2152178639802883,0.17087843095389843,29,29,15473.0,All_POIs,lspend,42.0
dynamic,-0.004962996650986419,0.09910898179940016,-0.19921660097781074,0.18929060767583789,28,28,15073.0,All_POIs,lspend,43.0
dynamic,0.013768048423855655,0.09995396328972375,-0.1821417196240029,0.2096778164717142,27,27,14440.0,All_POIs,lspend,44.0
dynamic,0.006799485442313927,0.102949291104108,-0.19498112512173774,0.2085800960063656,26,26,13374.0,All_POIs,lspend,45.0
dynamic,0.01511224467181309,0.10308942750485355,-0.18694303323769984,0.21716752258132604,25,25,12960.0,All_POIs,lspend,46.0
dynamic,0.019337919544553123,0.10422436545285071,-0.18494183674303427,0.22361767583214054,24,24,12583.0,All_POIs,lspend,47.0
dynamic,0.019348558433461543,0.10565203795468217,-0.18772943595771552,0.22642655282463858,23,23,12212.0,All_POIs,lspend,48.0
dynamic,0.005702804781964699,0.10595885752518668,-0.2019765559674012,0.21338216553133058,22,22,12005.0,All_POIs,lspend,49.0
dynamic,0.032826043595085154,0.10722499418876505,-0.17733494501489436,0.24298703220506465,21,21,11652.0,All_POIs,lspend,50.0
dynamic,0.018651997513514214,0.10940635162983742,-0.19578445168096711,0.23308844670799553,20,20,11188.0,All_POIs,lspend,51.0
dynamic,0.00825640127963899,0.11263453827371392,-0.21250729373684027,0.22902009629611828,19,19,10430.0,All_POIs,lspend,52.0
dynamic,0.004925603784914459,0.11275486153402875,-0.21607392482178187,0.2259251323916108,18,18,10101.0,All_POIs,lspend,53.0
dynamic,0.03184729399397414,0.11480499295128205,-0.19317049219053867,0.25686508017848697,17,17,9720.0,All_POIs,lspend,54.0
dynamic,0.024349300944162655,0.1150387813066506,-0.20112671041687252,0.24982531230519783,16,16,9341.0,All_POIs,lspend,55.0
dynamic,0.04614753397243272,0.11817715657470619,-0.1854796929139914,0.27777476085885683,15,15,8669.0,All_POIs,lspend,56.0
dynamic,0.05989884624541729,0.12155050410865732,-0.17834014180755103,0.29813783429838564,14,14,7933.0,All_POIs,lspend,57.0
dynamic,0.08095047742388994,0.1247137904867055,-0.16348855193005282,0.32538950677783274,13,13,7350.0,All_POIs,lspend,58.0
dynamic,0.10553659023669022,0.12903270374512957,-0.14736750910376373,0.35844068957714414,12,12,6957.0,All_POIs,lspend,59.0
dynamic,0.1448256149968155,0.12644612788781437,-0.10300879566330065,0.3926600256569317,11,11,6326.0,All_POIs,lspend,60.0
dynamic,0.14378907554596215,0.12974214711944673,-0.11050553280815345,0.39808368390007776,10,10,5673.0,All_POIs,lspend,61.0
dynamic,0.12089825998272093,0.1322362583685623,-0.13828480641966118,0.380081326385103,9,9,4859.0,All_POIs,lspend,62.0
dynamic,0.11955902680167184,0.13127263155476512,-0.13773533104566776,0.37685338464901147,8,8,4359.0,All_POIs,lspend,63.0
dynamic,0.09428317838258177,0.14199582120547743,-0.184028631180154,0.37259498794531754,7,7,3384.0,All_POIs,lspend,64.0
dynamic,0.035917171650247715,0.14617171025228642,-0.25057938044423367,0.3224137237447291,6,6,2777.0,All_POIs,lspend,65.0
dynamic,0.029836517393267932,0.1591305156905646,-0.2820592933602387,0.34173232814677457,5,5,2236.0,All_POIs,lspend,66.0
dynamic,-0.01265440456927654,0.15684786065978265,-0.3200762114624505,0.2947674023238975,4,4,2055.0,All_POIs,lspend,67.0
dynamic,0.034832359801089695,0.1469780630176394,-0.25324464371348354,0.3229093633156629,3,3,1716.0,All_POIs,lspend,68.0
dynamic,-0.12265524936549126,0.13370123741057066,-0.3847096746902098,0.13939917595922724,2,2,1276.0,All_POIs,lspend,69.0
dynamic,-0.11383590430602553,0.10583836297221241,-0.3212790957315619,0.0936072871195108,1,1,859.0,All_POIs,lspend,70.0
group,-0.002368212035327203,0.08152172129381444,-0.16215078577120348,0.1574143617005491,71,71,60989.0,All_POIs,lspend,2.0
group,0.0533594508269889,0.11935141507678355,-0.18056932272350687,0.2872882243774847,70,70,29190.0,All_POIs,lspend,3.0
group,0.28093517272938,0.13797108606696187,0.010511844038134766,0.5513585014206253,69,69,30360.0,All_POIs,lspend,4.0
group,0.33705230341627684,0.13574399591954167,0.07099407141397518,0.6031105354185785,68,68,23052.0,All_POIs,lspend,5.0
group,0.32825468180071443,0.17022522400781007,-0.005386757254593311,0.6618961208560221,67,67,12127.0,All_POIs,lspend,6.0
group,0.22110844958471548,0.10647442977859804,0.012418567218663329,0.42979833195076766,66,66,35706.0,All_POIs,lspend,7.0
group,0.21410972964503297,0.1066241510165043,0.005126393652684552,0.42309306563738136,65,65,39455.0,All_POIs,lspend,8.0
group,-0.10292002107225737,0.07759941426952131,-0.2550148730405192,0.04917483089600441,64,64,62400.0,All_POIs,lspend,9.0
group,0.16758796808347926,0.12087821363962072,-0.06933333065017735,0.40450926681713584,63,63,31500.0,All_POIs,lspend,10.0
group,0.2855604331381287,0.0882313459483053,0.11262699507945029,0.45849387119680707,62,62,50468.0,All_POIs,lspend,11.0
group,0.0693476255772344,0.09340591092838083,-0.113727959842392,0.2524232109968608,61,61,39833.0,All_POIs,lspend,12.0
group,-0.31053364639344233,0.173612787656353,-0.6508147101998942,0.029747417413009514,60,60,37860.0,All_POIs,lspend,13.0
group,0.039557266394721326,0.06970512643651197,-0.09706478142084216,0.1761793142102848,59,59,23187.0,All_POIs,lspend,14.0
group,-0.04050437003140917,0.05800738441243926,-0.15419884347979013,0.07319010341697177,58,58,33814.0,All_POIs,lspend,15.0
group,-0.11148712503378509,0.05040878549732934,-0.21028834460855061,-0.012685905459019584,57,57,41952.0,All_POIs,lspend,16.0
group,0.01326048077512863,0.05531740078897736,-0.09516162477126698,0.12168258632152425,56,56,37632.0,All_POIs,lspend,17.0
group,-0.01382812876429375,0.07234673376222943,-0.15562772693826343,0.1279714694096759,55,55,20845.0,All_POIs,lspend,18.0
group,-0.13921930627628856,0.07035712718729255,-0.27711927556338195,-0.0013193369891951745,54,54,20574.0,All_POIs,lspend,19.0
group,-0.07182222964000635,0.0856027785352742,-0.2396036755691438,0.09595921628913108,53,53,17437.0,All_POIs,lspend,20.0
group,0.034173925126488446,0.05401661768916328,-0.07169864554427158,0.14004649579724845,52,52,39416.0,All_POIs,lspend,21.0
group,-0.02322872202501772,0.05808208214339925,-0.13706960302608026,0.09061215897604481,51,51,23664.0,All_POIs,lspend,22.0
group,-0.0657647613301985,0.07664813973628114,-0.21599511521330955,0.08446559255291254,50,50,17650.0,All_POIs,lspend,23.0
group,-0.12424852053453378,0.10996165902465352,-0.33977337222285464,0.09127633115378711,49,49,10143.0,All_POIs,lspend,24.0
group,0.09860878433328743,0.07597098616690882,-0.05029434855385387,0.24751191722042873,48,48,17808.0,All_POIs,lspend,25.0
group,0.0003148404726119716,0.07822314040217211,-0.15300251471564538,0.1536321956608693,47,47,17719.0,All_POIs,lspend,26.0
group,-0.030767012976449782,0.07150321102333274,-0.17091330658218196,0.10937928062928239,46,46,19044.0,All_POIs,lspend,27.0
group,0.007314808101447964,0.046015980181825296,-0.08287651305492962,0.09750612925782555,45,45,47970.0,All_POIs,lspend,28.0
group,-0.07325044601349644,0.05930624982872098,-0.18949069567778953,0.042989803650796674,44,44,27852.0,All_POIs,lspend,29.0
group,0.006496572439189892,0.07771685861696838,-0.14582847045006814,0.1588216153284479,43,43,17200.0,All_POIs,lspend,30.0
group,0.013937541320926637,0.06760356649922808,-0.11856544901756039,0.14644053165941368,42,42,18816.0,All_POIs,lspend,31.0
group,-0.010121213216850807,0.0655631940017241,-0.13862507346023004,0.11838264702652843,41,41,25010.0,All_POIs,lspend,32.0
group,0.005061964473714214,0.06525314034594179,-0.1228341906043317,0.13295811955176012,40,40,21480.0,All_POIs,lspend,33.0
group,-0.018732519894969622,0.08776488171597265,-0.190751688058276,0.15328664826833674,39,39,9711.0,All_POIs,lspend,34.0
group,0.07842504862209193,0.07469740948540894,-0.0679818739693096,0.22483197121349346,38,38,12426.0,All_POIs,lspend,35.0
group,0.139989074794021,0.0882243445275712,-0.032930640480018564,0.3129087900680606,37,37,9842.0,All_POIs,lspend,36.0
group,0.030789443683640942,0.08346920790074884,-0.1328102038018268,0.19438909116910869,36,36,9936.0,All_POIs,lspend,37.0
group,0.047432062050841634,0.061410446669822386,-0.07293241342201023,0.1677965375236935,35,35,16030.0,All_POIs,lspend,38.0
group,-0.1417105680117009,0.09178082790680644,-0.3216009907090415,0.038179854685639725,34,34,6936.0,All_POIs,lspend,39.0
group,-0.057607976358696154,0.07389488062408936,-0.2024419423819113,0.08722598966451897,33,33,11517.0,All_POIs,lspend,40.0
group,-0.004204620912368248,0.04855033272791566,-0.09936327305908293,0.09095403123434645,32,32,29056.0,All_POIs,lspend,41.0
group,0.027380870983990467,0.08264127463678554,-0.1345960273041092,0.18935776927209014,31,31,9021.0,All_POIs,lspend,42.0
group,0.017508660138101408,0.08379796098603332,-0.1467353433945239,0.1817526636707267,30,30,6240.0,All_POIs,lspend,43.0
group,-0.07732002442508075,0.07250844049550291,-0.21943656779626647,0.06479651894610496,29,29,9280.0,All_POIs,lspend,44.0
group,-0.029631547486704924,0.0672725249651512,-0.16148569641840127,0.10222260144499141,28,28,12460.0,All_POIs,lspend,45.0
group,0.09925875657441001,0.09155814703290632,-0.08019521161008637,0.2787127247589064,27,27,5967.0,All_POIs,lspend,46.0
group,-0.12233473721008993,0.06401174099733872,-0.24779774956487383,0.003128275144693951,26,26,9464.0,All_POIs,lspend,47.0
group,-0.025923238603562382,0.084303875843957,-0.1911588352577181,0.13931235805059333,25,25,6825.0,All_POIs,lspend,48.0
group,0.06608211239250664,0.06558170173629325,-0.06245802301062814,0.1946222477956414,24,24,9960.0,All_POIs,lspend,49.0
group,0.05920207114577491,0.07281235802394512,-0.08351015058115752,0.20191429287270735,23,23,8510.0,All_POIs,lspend,50.0
group,-0.0016052029001234081,0.06336206365338384,-0.12579484766075574,0.12258444186050893,22,22,12452.0,All_POIs,lspend,51.0
group,0.12794379781277082,0.07644462417717017,-0.021887665574482712,0.2777752612000244,21,21,6867.0,All_POIs,lspend,52.0
group,-0.013464071526660352,0.07928340756492033,-0.1688595503539042,0.1419314073005835,20,20,6420.0,All_POIs,lspend,53.0
group,0.15696916318523785,0.08054120287248157,-0.0008915944448260049,0.3148299208153017,19,19,6612.0,All_POIs,lspend,54.0
group,-0.018902519266378873,0.08550833283956154,-0.18649885163191948,0.14869381309916174,18,18,5454.0,All_POIs,lspend,55.0
group,-0.04455358465464097,0.0963909855513035,-0.23347991633519583,0.1443727470259139,17,17,3298.0,All_POIs,lspend,56.0
group,0.0791544022556458,0.08317869259315872,-0.08387583522694528,0.24218463973823687,16,16,4656.0,All_POIs,lspend,57.0
group,-0.02490210664160935,0.08025118536047525,-0.18219442994814083,0.13239021666492212,15,15,4965.0,All_POIs,lspend,58.0
group,0.08965169392519248,0.06454161091155994,-0.03684986346146499,0.21615325131184995,14,14,6468.0,All_POIs,lspend,59.0
group,0.12194868672095302,0.09577784012836743,-0.06577587993064715,0.3096732533725532,13,13,2639.0,All_POIs,lspend,60.0
group,0.05644077591118813,0.06945793024663802,-0.0796967673722224,0.19257831919459864,12,12,4416.0,All_POIs,lspend,61.0
group,0.008161695824972778,0.0870176818458566,-0.16239296059290617,0.17871635224285173,11,11,2794.0,All_POIs,lspend,62.0
group,0.05556064133431652,0.07405167272276673,-0.08958063720230627,0.2007019198709393,10,10,2690.0,All_POIs,lspend,63.0
group,-0.033072403053171544,0.08436199512523994,-0.19842191349864183,0.13227710739229873,9,9,2304.0,All_POIs,lspend,64.0
group,0.1848856036461005,0.09440443155407101,-0.00014708219987868976,0.36991828949207967,8,8,2064.0,All_POIs,lspend,65.0
group,0.03599096091984283,0.08116014384118887,-0.12308292100888735,0.195064842848573,7,7,2541.0,All_POIs,lspend,66.0
group,-0.0503037193270055,0.11183865529353862,-0.26950748370234123,0.1689000450483302,6,6,1278.0,All_POIs,lspend,67.0
group,0.08069543022218985,0.08725908574251758,-0.09033237783314459,0.2517232382775243,5,5,1575.0,All_POIs,lspend,68.0
group,0.09110777680476943,0.1225299195208469,-0.14905086545609048,0.33126641906562937,4,4,1000.0,All_POIs,lspend,69.0
group,0.009793279752552573,0.1567234359604134,-0.2973846547298577,0.31697121423496283,3,3,351.0,All_POIs,lspend,70.0
group,0.07005392072160126,0.07678982692487707,-0.0804541400511578,0.2205619814943603,2,2,466.0,All_POIs,lspend,71.0
calendar,-0.03083002176247618,0.03902003000677484,-0.10730928057575487,0.04564923705080251,1,1,859.0,All_POIs,lspend,2.0
calendar,-0.056045012276159906,0.046717118085752844,-0.14761056372423548,0.035520539171915666,2,2,1276.0,All_POIs,lspend,3.0
calendar,-0.05619545833633697,0.051183157458188515,-0.15651444695438646,0.044123530281712516,3,3,1716.0,All_POIs,lspend,4.0
calendar,-0.029038598292985454,0.05632892014236623,-0.13944328177202325,0.08136608518605234,4,4,2055.0,All_POIs,lspend,5.0
calendar,-0.012456216697804008,0.06160609093464887,-0.1332041549297158,0.10829172153410777,5,5,2236.0,All_POIs,lspend,6.0
calendar,-0.010982546730772834,0.06179023561238171,-0.13209140853104098,0.1101263150694953,6,6,2777.0,All_POIs,lspend,7.0
calendar,-0.00044350109201798916,0.05863513550807869,-0.11536836668785222,0.11448136450381624,7,7,3384.0,All_POIs,lspend,8.0
calendar,-0.01033058134327788,0.055897897348962014,-0.11989046014724343,0.09922929746068766,8,8,4359.0,All_POIs,lspend,9.0
calendar,-0.03524547833090837,0.05624862553280665,-0.1454927843752094,0.07500182771339266,9,9,4859.0,All_POIs,lspend,10.0
calendar,-0.000919413796470381,0.05447667088697113,-0.1076936887349338,0.10585486114199304,10,10,5673.0,All_POIs,lspend,11.0
calendar,0.04928898735818322,0.0572095113392069,-0.06284165486666232,0.16141962958302875,11,11,6326.0,All_POIs,lspend,12.0
calendar,0.1328872977323459,0.10294180041268335,-0.06887863107651346,0.3346532265412052,12,12,6957.0,All_POIs,lspend,13.0
calendar,0.1510186857489454,0.1014865274513344,-0.04789490805567001,0.34993227955356077,13,13,7350.0,All_POIs,lspend,14.0
calendar,0.1644826767760512,0.09746278209916684,-0.02654437613831581,0.35550972969041816,14,14,7933.0,All_POIs,lspend,15.0
calendar,0.1578377101462591,0.09264938510119838,-0.023755084652089725,0.3394305049446079,15,15,8669.0,All_POIs,lspend,16.0
calendar,0.16676765913570007,0.08970076057981988,-0.009045831600746873,0.34258114987214705,16,16,9341.0,All_POIs,lspend,17.0
calendar,0.14161085215909153,0.08864756969178875,-0.03213838443681441,0.31536008875499744,17,17,9720.0,All_POIs,lspend,18.0
calendar,0.1301508284384196,0.08765371051135282,-0.04165044416383193,0.30195210104067116,18,18,10101.0,All_POIs,lspend,19.0
calendar,0.11067074860863141,0.08640063809909106,-0.05867450206558705,0.28001599928284987,19,19,10430.0,All_POIs,lspend,20.0
calendar,0.1036840615864011,0.08481139272149875,-0.06254626814773644,0.2699143913205386,20,20,11188.0,All_POIs,lspend,21.0
calendar,0.11800771095150468,0.08399141130301094,-0.04661545520239675,0.28263087710540613,21,21,11652.0,All_POIs,lspend,22.0
calendar,0.12455337879741277,0.08575716807136877,-0.043530670622470014,0.29263742821729555,22,22,12005.0,All_POIs,lspend,23.0
calendar,0.01925677349195002,0.08585629082265321,-0.14902155652045027,0.1875351035043503,23,23,12212.0,All_POIs,lspend,24.0
calendar,0.062416465903529804,0.08485457559223536,-0.1038985022572515,0.22873143406431112,24,24,12583.0,All_POIs,lspend,25.0
calendar,0.07262757506688207,0.08374274726531146,-0.0915082095731284,0.23676335970689255,25,25,12960.0,All_POIs,lspend,26.0
calendar,0.06757726498109837,0.08410880737285957,-0.09727599746970639,0.23243052743190312,26,26,13374.0,All_POIs,lspend,27.0
calendar,0.063443383487289,0.08287148431785188,-0.09898472577570067,0.22587149275027868,27,27,14440.0,All_POIs,lspend,28.0
calendar,0.04923113413039567,0.0797124624908641,-0.10700529235169795,0.2054675606124893,28,28,15073.0,All_POIs,lspend,29.0
calendar,0.04834042652530508,0.07815619637842106,-0.10484571837640018,0.20152657142701036,29,29,15473.0,All_POIs,lspend,30.0
calendar,0.07743829867788735,0.07723667653584126,-0.07394558733236153,0.22882218468813623,30,30,15921.0,All_POIs,lspend,31.0
calendar,0.038998623863233266,0.07735257027253112,-0.11261241387092771,0.19060966159739426,31,31,16531.0,All_POIs,lspend,32.0
calendar,0.06620315393192137,0.07959659816305019,-0.089806178467657,0.22221248633149976,32,32,17068.0,All_POIs,lspend,33.0
calendar,0.06873651152294848,0.08222559495495355,-0.09242565458876047,0.22989867763465743,33,33,17317.0,All_POIs,lspend,34.0
calendar,0.07609978112269886,0.08535341928621275,-0.09119292067827814,0.24339248292367585,34,34,17644.0,All_POIs,lspend,35.0
